geoid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
14000US33015071000,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25009223300,8.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,9.0,4.0,4.0,3.0,3.0,7.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,10.0,17.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
14000US33017088500,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,11.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25009221500,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,8.0,7.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25009251600,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017368901,3.0,3.0,13.0,3.0,13.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,11.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25023520201,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25017382400,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25021402300,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0
14000US25017356100,12.0,12.0,15.0,13.0,19.0,12.0,13.0,14.0,12.0,12.0,8.0,11.0,13.0,10.0,13.0,12.0,14.0,11.0,13.0,14.0,19.0,11.0,7.0,9.0,19.0,12.0,4.0,21.0,11.0,12.0,11.0,14.0,11.0,8.0,8.0,10.0,11.0,10.0,15.0,7.0,11.0,4.0,10.0,1.0,11.0,8.0,8.0,11.0,10.0,13.0,13.0
14000US25021414200,2.0,5.0,5.0,9.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,7.0,2.0,2.0,2.0,5.0,10.0,5.0,2.0,5.0,1.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,6.0,5.0,5.0,5.0,2.0
14000US25021414300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US33017084600,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,11.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25017364101,17.0,3.0,22.0,12.0,12.0,11.0,11.0,13.0,20.0,15.0,10.0,14.0,10.0,15.0,12.0,20.0,14.0,19.0,11.0,19.0,11.0,13.0,16.0,14.0,16.0,11.0,10.0,3.0,15.0,8.0,10.0,19.0,10.0,10.0,14.0,19.0,3.0,17.0,17.0,10.0,10.0,19.0,9.0,9.0,10.0,3.0,21.0,10.0,20.0,16.0,22.0
14000US25021411301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
14000US25017312200,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017311500,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017315401,14.0,9.0,15.0,14.0,15.0,3.0,13.0,16.0,1.0,13.0,8.0,9.0,14.0,10.0,9.0,9.0,10.0,7.0,13.0,1.0,9.0,2.0,9.0,9.0,3.0,9.0,4.0,10.0,2.0,4.0,3.0,9.0,8.0,7.0,8.0,7.0,11.0,10.0,15.0,1.0,7.0,8.0,1.0,1.0,8.0,8.0,8.0,2.0,3.0,14.0,6.0
14000US25017339600,3.0,3.0,15.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,9.0,1.0,3.0,3.0,3.0,3.0,7.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,8.0,3.0,1.0,7.0,11.0,3.0,15.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025080401,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25009203100,8.0,2.0,3.0,2.0,11.0,3.0,4.0,7.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,7.0,2.0,8.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0
14000US33015067000,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25017357200,3.0,22.0,14.0,3.0,9.0,32.0,3.0,19.0,25.0,3.0,12.0,3.0,11.0,3.0,23.0,3.0,23.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,7.0,24.0,3.0,3.0,16.0,3.0,21.0,3.0,3.0,3.0,23.0,26.0,3.0,23.0,11.0,1.0,4.0,24.0,16.0,4.0,25.0,3.0,25.0,3.0,15.0,24.0,17.0
14000US25009222100,4.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,18.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
14000US25017359300,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,5.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,2.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25009252502,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25009204702,13.0,11.0,11.0,12.0,23.0,11.0,11.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,3.0,11.0,13.0,20.0,4.0,13.0,11.0,10.0,11.0,12.0,12.0,17.0,16.0,11.0,13.0,11.0,10.0,13.0,10.0,3.0,19.0,9.0,10.0,11.0,13.0,13.0,16.0,3.0,9.0,9.0,10.0,11.0,22.0,10.0,11.0,12.0,7.0
14000US25017368101,3.0,3.0,13.0,3.0,13.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,11.0,4.0,3.0,3.0,3.0,4.0,3.0,11.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,11.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25017316101,14.0,9.0,15.0,14.0,15.0,3.0,13.0,16.0,1.0,13.0,8.0,9.0,14.0,10.0,9.0,9.0,10.0,7.0,13.0,1.0,9.0,11.0,9.0,9.0,3.0,9.0,4.0,10.0,2.0,4.0,3.0,9.0,8.0,7.0,8.0,7.0,11.0,10.0,15.0,1.0,7.0,8.0,1.0,1.0,8.0,8.0,8.0,3.0,3.0,14.0,2.0
14000US25025060101,14.0,9.0,15.0,14.0,12.0,4.0,13.0,12.0,18.0,13.0,8.0,6.0,14.0,10.0,9.0,13.0,10.0,4.0,11.0,13.0,9.0,11.0,9.0,1.0,7.0,11.0,13.0,22.0,9.0,13.0,8.0,9.0,10.0,10.0,8.0,7.0,21.0,10.0,6.0,10.0,14.0,8.0,11.0,11.0,8.0,8.0,8.0,12.0,13.0,14.0,3.0
14000US25021418102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25021404301,3.0,3.0,9.0,3.0,2.0,3.0,3.0,11.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,14.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25009264100,10.0,6.0,5.0,9.0,22.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,11.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,9.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017373400,7.0,4.0,12.0,12.0,26.0,24.0,24.0,25.0,22.0,20.0,21.0,7.0,16.0,12.0,4.0,4.0,19.0,20.0,15.0,3.0,20.0,4.0,13.0,12.0,11.0,21.0,7.0,22.0,10.0,3.0,10.0,21.0,20.0,4.0,13.0,21.0,14.0,3.0,13.0,23.0,20.0,11.0,22.0,3.0,10.0,19.0,11.0,22.0,14.0,12.0,12.0
14000US25017387201,1.0,11.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,2.0,1.0,1.0,9.0,11.0,2.0,4.0,1.0,1.0,1.0,13.0,1.0,2.0
14000US25017366202,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25021400500,3.0,9.0,13.0,3.0,15.0,21.0,19.0,22.0,14.0,3.0,7.0,20.0,12.0,3.0,3.0,3.0,13.0,16.0,23.0,13.0,13.0,10.0,9.0,18.0,10.0,17.0,16.0,11.0,16.0,10.0,7.0,3.0,19.0,17.0,19.0,9.0,3.0,17.0,15.0,18.0,4.0,14.0,11.0,11.0,17.0,16.0,13.0,10.0,3.0,14.0,17.0
14000US25009208102,8.0,2.0,3.0,2.0,11.0,3.0,4.0,7.0,6.0,2.0,6.0,2.0,2.0,2.0,7.0,7.0,2.0,9.0,10.0,4.0,7.0,2.0,7.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,3.0,7.0,2.0,8.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0
14000US25017312502,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,1.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017353900,1.0,7.0,14.0,6.0,26.0,17.0,22.0,1.0,5.0,16.0,17.0,15.0,16.0,16.0,1.0,1.0,1.0,14.0,1.0,20.0,18.0,7.0,13.0,15.0,15.0,15.0,22.0,14.0,1.0,15.0,11.0,1.0,23.0,19.0,13.0,15.0,13.0,1.0,1.0,15.0,14.0,1.0,15.0,17.0,14.0,13.0,14.0,1.0,4.0,23.0,16.0
14000US25009204400,17.0,2.0,3.0,2.0,11.0,3.0,3.0,7.0,6.0,2.0,6.0,2.0,15.0,2.0,15.0,15.0,2.0,6.0,10.0,4.0,7.0,12.0,12.0,2.0,3.0,2.0,2.0,2.0,18.0,8.0,2.0,4.0,2.0,3.0,3.0,3.0,7.0,8.0,8.0,21.0,2.0,10.0,13.0,14.0,2.0,2.0,14.0,15.0,2.0,3.0,9.0
14000US25025090300,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25017327103,10.0,6.0,5.0,9.0,15.0,10.0,9.0,5.0,1.0,9.0,23.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,1.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,2.0,13.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,1.0,1.0,3.0,14.0,1.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017351403,8.0,2.0,3.0,2.0,11.0,3.0,4.0,7.0,1.0,2.0,4.0,2.0,2.0,2.0,7.0,7.0,2.0,2.0,8.0,4.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,7.0,3.0,7.0,7.0,2.0,8.0,2.0,7.0,3.0,2.0,7.0,2.0,2.0,3.0,2.0,2.0,2.0,8.0
14000US33015065001,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25009267102,3.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US33015003601,8.0,10.0,11.0,11.0,11.0,3.0,10.0,9.0,8.0,10.0,9.0,10.0,9.0,11.0,10.0,10.0,11.0,8.0,8.0,10.0,10.0,9.0,8.0,10.0,6.0,10.0,9.0,9.0,8.0,9.0,9.0,10.0,8.0,7.0,9.0,8.0,9.0,9.0,12.0,1.0,9.0,3.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0
14000US25017321400,17.0,11.0,22.0,12.0,12.0,11.0,11.0,13.0,20.0,15.0,10.0,14.0,10.0,15.0,12.0,20.0,14.0,19.0,11.0,19.0,11.0,13.0,16.0,14.0,16.0,11.0,10.0,11.0,15.0,11.0,10.0,19.0,10.0,10.0,14.0,19.0,10.0,17.0,17.0,10.0,10.0,19.0,9.0,9.0,10.0,11.0,21.0,10.0,20.0,16.0,22.0
14000US25017354400,21.0,18.0,14.0,6.0,21.0,25.0,22.0,24.0,16.0,22.0,23.0,19.0,20.0,6.0,21.0,21.0,18.0,14.0,18.0,20.0,18.0,18.0,13.0,19.0,20.0,19.0,22.0,14.0,26.0,15.0,20.0,16.0,17.0,22.0,17.0,23.0,18.0,20.0,21.0,15.0,14.0,20.0,15.0,17.0,19.0,13.0,17.0,14.0,15.0,23.0,18.0
14000US25023511600,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,10.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25021400700,3.0,3.0,14.0,3.0,9.0,15.0,3.0,10.0,15.0,3.0,15.0,3.0,15.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,15.0,14.0,3.0,3.0,3.0,9.0,3.0,12.0,3.0,3.0,3.0,12.0,3.0,14.0,3.0,11.0,9.0,4.0,21.0,13.0,4.0,12.0,3.0,3.0,3.0,14.0,3.0,11.0
14000US25025080601,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25021442201,1.0,1.0,11.0,11.0,15.0,3.0,3.0,10.0,1.0,6.0,4.0,9.0,11.0,6.0,5.0,9.0,3.0,10.0,4.0,6.0,5.0,3.0,5.0,15.0,1.0,6.0,3.0,1.0,9.0,3.0,3.0,1.0,3.0,7.0,5.0,7.0,14.0,14.0,1.0,9.0,4.0,8.0,13.0,6.0,1.0,1.0,10.0,3.0,3.0,3.0,11.0
14000US25017359100,14.0,9.0,15.0,14.0,15.0,29.0,13.0,16.0,14.0,13.0,8.0,9.0,14.0,10.0,9.0,9.0,10.0,7.0,13.0,1.0,9.0,11.0,9.0,9.0,26.0,9.0,4.0,10.0,20.0,4.0,3.0,9.0,8.0,7.0,8.0,7.0,11.0,10.0,15.0,19.0,7.0,8.0,25.0,21.0,8.0,8.0,8.0,21.0,18.0,14.0,6.0
14000US25017382601,3.0,3.0,1.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25017320102,11.0,3.0,10.0,11.0,10.0,8.0,3.0,6.0,5.0,7.0,5.0,18.0,6.0,7.0,6.0,3.0,7.0,9.0,9.0,7.0,6.0,9.0,10.0,7.0,6.0,3.0,3.0,3.0,11.0,7.0,9.0,3.0,9.0,9.0,6.0,6.0,8.0,7.0,5.0,6.0,6.0,9.0,5.0,20.0,18.0,7.0,7.0,7.0,7.0,7.0,10.0
14000US25023521102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14000US25021412100,4.0,19.0,3.0,11.0,12.0,4.0,23.0,11.0,18.0,21.0,22.0,2.0,11.0,8.0,11.0,20.0,9.0,9.0,17.0,4.0,16.0,8.0,10.0,9.0,6.0,20.0,15.0,16.0,24.0,20.0,18.0,19.0,8.0,20.0,8.0,19.0,9.0,19.0,6.0,22.0,2.0,3.0,23.0,19.0,21.0,18.0,21.0,23.0,10.0,11.0,3.0
14000US25023521201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
14000US33015107100,3.0,3.0,9.0,11.0,9.0,3.0,3.0,11.0,1.0,3.0,1.0,12.0,11.0,3.0,3.0,3.0,3.0,9.0,4.0,3.0,3.0,3.0,4.0,12.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,12.0,8.0,3.0,9.0,3.0,14.0,13.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,11.0,2.0
14000US25017351204,3.0,18.0,6.0,3.0,21.0,3.0,3.0,24.0,1.0,3.0,1.0,3.0,1.0,3.0,14.0,7.0,13.0,18.0,18.0,13.0,3.0,10.0,4.0,19.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,17.0,3.0,1.0,3.0,3.0,3.0,21.0,1.0,14.0,3.0,1.0,7.0,1.0,11.0,3.0,3.0,1.0,3.0,17.0
14000US25009260800,10.0,6.0,5.0,9.0,2.0,10.0,9.0,5.0,10.0,9.0,4.0,9.0,8.0,8.0,11.0,9.0,9.0,7.0,8.0,12.0,1.0,8.0,10.0,9.0,9.0,9.0,5.0,8.0,7.0,1.0,1.0,11.0,8.0,5.0,10.0,7.0,2.0,3.0,5.0,5.0,1.0,3.0,6.0,5.0,7.0,10.0,6.0,8.0,5.0,9.0,6.0
14000US25017356702,3.0,3.0,2.0,3.0,17.0,22.0,3.0,2.0,13.0,3.0,13.0,3.0,1.0,3.0,3.0,3.0,3.0,12.0,4.0,3.0,3.0,3.0,4.0,3.0,12.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,12.0,4.0,3.0,17.0,4.0,20.0,3.0,3.0,3.0,3.0,3.0,2.0
14000US25025081200,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
14000US25021415101,2.0,5.0,2.0,1.0,2.0,2.0,2.0,8.0,2.0,5.0,2.0,5.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,2.0
